
iter 0
-1.95 -8.16 6.20
-3.09 -9.34 6.26
-3.44 -10.93 7.49
-3.44 -11.94 8.50
-6.79 -12.40 5.61
-3.06 -14.08 11.02
-4.26 -13.96 9.70
-7.20 -15.22 8.02
-5.74 -15.56 9.82
-3.99 -16.92 12.93
-4.36 -18.26 13.90
-6.39 -19.87 13.48
-5.21 -20.88 15.67
-4.78 -21.30 16.52
-6.67 -23.42 16.75
-8.99 -23.68 14.69
-6.64 -23.96 17.32
-6.09 -24.75 18.66
-6.24 -24.26 18.02
-6.30 -26.08 19.78
-7.21 -24.73 17.51
-6.68 -24.66 17.98
-5.40 -26.07 20.67
-8.79 -26.67 17.88
-7.56 -25.16 17.60
-7.82 -25.04 17.22
-5.41 -24.97 19.57
-6.06 -25.44 19.38
-6.09 -24.69 18.60
-7.97 -25.01 17.03
-6.51 -25.18 18.67
-6.98 -24.60 17.62
-5.37 -24.82 19.44
-6.88 -24.76 17.89
-7.31 -25.74 18.43
-7.77 -24.95 17.18
-7.34 -23.84 16.50
-7.53 -24.41 16.88
-6.15 -25.11 18.96
-7.05 -24.68 17.64
-8.36 -24.61 16.25
-6.81 -25.34 18.53
-7.22 -25.44 18.22
-6.50 -25.26 18.76
-5.82 -24.76 18.94
-6.52 -25.49 18.97
-6.21 -24.75 18.54
-7.60 -25.47 17.88
-6.81 -24.87 18.06
-7.58 -24.58 17.00
-8.86 -25.95 17.09
-6.99 -25.60 18.61
-4.80 -24.20 19.40
-8.01 -25.55 17.54
-6.87 -25.08 18.21
-7.26 -24.94 17.68
-5.85 -25.30 19.45
-7.03 -25.02 17.99
-6.80 -25.16 18.36
-6.46 -24.86 18.40
-5.37 -25.23 19.86
-6.50 -24.27 17.76
-7.45 -25.28 17.82
-7.59 -24.81 17.22
-7.49 -25.02 17.53
-8.98 -24.65 15.67
-7.76 -25.21 17.45
-7.22 -24.92 17.70
-8.13 -24.63 16.50
-6.51 -25.77 19.26
-8.20 -25.05 16.84
-7.16 -25.30 18.14
-8.15 -24.83 16.68
-6.49 -24.74 18.25
-7.37 -24.04 16.67
-6.75 -24.40 17.64
-5.66 -24.57 18.91
0


iter 25
6.93 1.68 5.25
10.29 2.92 7.37
10.79 3.46 7.34
8.91 4.62 4.29
8.84 6.07 2.77
9.03 6.89 2.14
8.45 7.32 1.13
6.33 7.74 -1.41
6.34 9.63 -3.30
4.14 11.14 -7.00
4.09 12.29 -8.19
2.35 13.65 -11.30
2.84 14.68 -11.85
4.20 13.28 -9.09
3.64 11.89 -8.25
1.68 10.97 -9.30
4.11 9.47 -5.36
0.62 8.61 -7.99
1.97 7.77 -5.80
2.38 7.73 -5.35
2.45 6.50 -4.05
2.68 4.93 -2.24
2.26 2.88 -0.63
0.82 1.04 -0.22
0.45 1.04 -0.59
-0.29 0.30 -0.59
1.16 0.01 1.15
-0.70 0.12 -0.82
0.81 0.51 0.30
1.92 -0.20 2.12
-1.23 -0.00 -1.22
-0.78 0.77 -1.55
0.03 0.73 -0.70
-1.82 0.30 -2.11
-0.22 -0.14 -0.08
0.32 -0.27 0.59
1.02 -0.21 1.23
0.19 -0.25 0.43
-1.63 -0.17 -1.47
0.46 -0.88 1.33
-0.22 0.41 -0.63
0.21 0.00 0.21
-0.02 0.28 -0.30
0.12 -0.72 0.85
-0.28 0.10 -0.38
1.15 -0.12 1.27
1.02 0.30 0.72
0.30 -0.07 0.37
-0.80 -0.46 -0.33
-0.83 0.82 -1.65
0.50 0.29 0.21
0.60 0.07 0.53
-0.77 0.19 -0.96
0.46 -1.18 1.64
-1.56 -2.70 1.14
-2.65 -4.52 1.87
-4.27 -5.27 1.00
-3.67 -6.55 2.89
-4.90 -7.25 2.35
-4.05 -8.58 4.53
-4.64 -7.92 3.28
-4.23 -8.19 3.96
-4.27 -7.77 3.51
-3.22 -8.59 5.37
-5.14 -8.90 3.76
-4.58 -7.92 3.34
-4.19 -8.08 3.90
-4.55 -7.90 3.35
-2.79 -8.76 5.97
-4.50 -8.97 4.47
-2.37 -7.89 5.52
-5.16 -8.65 3.49
-3.29 -8.06 4.77
-5.76 -7.24 1.47
-3.87 -7.58 3.71
-3.26 -7.64 4.38
-2.96 -7.74 4.78
-5.63 -8.16 2.54
-4.68 -7.80 3.12
-3.63 -9.24 5.61
-3.64 -8.11 4.46
-4.19 -8.48 4.30
-5.00 -8.33 3.34
-3.44 -6.97 3.53
-5.27 -9.05 3.78
-4.51 -7.33 2.83
-5.60 -7.87 2.27
-5.69 -8.30 2.61
-4.24 -7.76 3.52
-2.70 -7.14 4.44
-3.34 -7.75 4.41
-5.09 -8.21 3.12
-3.72 -7.12 3.40
-3.15 -7.58 4.43
-3.43 -7.86 4.43
-4.84 -7.55 2.71
-3.73 -7.26 3.53
-3.46 -7.59 4.14
-2.81 -8.63 5.83
-7.44 -6.98 -0.45
-3.23 -8.47 5.24
-4.35 -7.41 3.06
-4.34 -8.81 4.47
-3.54 -8.31 4.77
-4.95 -7.84 2.90
-3.58 -9.08 5.50
-3.72 -7.58 3.87
-4.41 -7.71 3.30
-5.12 -8.85 3.73
-5.37 -7.36 1.98
-2.43 -7.76 5.33
-2.82 -8.33 5.51
-4.37 -9.08 4.71
-4.38 -7.85 3.47
-3.27 -8.62 5.35
-3.79 -7.98 4.19
-4.34 -8.09 3.74
-4.78 -8.04 3.26
-3.31 -8.74 5.43
-3.85 -7.72 3.87
-4.18 -8.35 4.17
-3.52 -8.56 5.04
-4.26 -7.98 3.72
-5.74 -7.86 2.12
-3.88 -7.71 3.83
-3.98 -7.52 3.54
0


iter 26
10.51 1.78 8.73
9.19 3.35 5.83
10.56 3.57 6.99
9.68 4.37 5.31
8.56 3.92 4.64
9.37 4.67 4.70
9.21 5.82 3.40
7.27 6.71 0.56
7.57 7.61 -0.04
8.13 8.32 -0.18
8.78 10.64 -1.86
9.62 11.81 -2.19
10.42 12.66 -2.24
11.73 13.76 -2.03
8.76 14.60 -5.83
9.83 15.88 -6.05
10.11 16.56 -6.45
8.45 17.06 -8.61
9.14 17.36 -8.23
9.58 17.73 -8.15
7.45 18.40 -10.95
8.34 19.50 -11.16
10.38 19.82 -9.44
8.97 20.13 -11.16
10.77 21.20 -10.43
13.30 21.68 -8.37
12.56 22.36 -9.79
14.51 23.16 -8.66
15.10 23.79 -8.69
14.91 24.80 -9.89
18.04 25.00 -6.96
17.36 26.64 -9.28
17.50 26.25 -8.75
19.73 24.97 -5.24
16.83 24.02 -7.19
15.97 23.20 -7.23
16.22 21.83 -5.61
12.79 20.37 -7.58
11.20 18.98 -7.78
10.27 17.28 -7.01
6.94 16.71 -9.78
5.88 15.92 -10.04
4.36 15.29 -10.93
6.24 14.35 -8.11
4.55 12.30 -7.74
3.93 10.86 -6.93
2.63 9.54 -6.91
2.67 9.37 -6.69
0.63 8.50 -7.87
-1.29 7.19 -8.48
-1.00 5.72 -6.72
-2.96 5.23 -8.19
-3.45 4.45 -7.91
-3.85 2.92 -6.77
-3.43 1.63 -5.06
-6.30 0.95 -7.26
-6.23 0.07 -6.30
-6.12 -1.18 -4.94
-7.06 -1.73 -5.33
-6.34 -2.24 -4.10
-8.69 -2.97 -5.72
-7.52 -3.26 -4.25
-7.93 -4.62 -3.30
-6.89 -5.23 -1.66
-6.38 -6.85 0.48
-6.21 -8.08 1.87
-7.46 -9.12 1.66
-7.62 -10.27 2.64
-8.08 -10.55 2.47
-6.82 -11.44 4.61
-7.95 -12.27 4.32
-6.93 -13.53 6.60
-9.41 -14.55 5.14
-8.70 -15.60 6.91
-10.53 -17.03 6.51
-12.32 -18.02 5.70
-14.45 -19.45 5.00
-14.59 -20.01 5.42
-15.40 -20.55 5.15
-16.89 -18.66 1.76
-14.64 -19.26 4.62
-17.88 -19.94 2.06
-17.36 -20.64 3.28
-17.58 -20.46 2.88
-17.70 -19.64 1.94
-17.68 -19.83 2.16
-16.73 -19.90 3.17
-17.17 -19.92 2.75
-16.43 -20.01 3.58
-15.99 -19.75 3.75
-16.80 -19.87 3.08
-16.18 -19.49 3.31
-16.78 -19.59 2.81
-18.46 -20.36 1.90
-15.83 -21.04 5.21
-17.79 -20.26 2.47
-17.48 -21.17 3.69
-17.70 -20.89 3.19
-17.91 -19.55 1.64
-16.96 -19.45 2.50
-16.55 -20.69 4.13
-17.54 -19.66 2.13
-16.63 -19.96 3.33
-16.45 -20.26 3.80
-15.28 -19.83 4.56
-16.55 -19.70 3.15
-15.65 -19.52 3.86
-16.27 -20.48 4.21
-17.42 -19.97 2.55
-15.63 -19.39 3.76
-13.72 -19.37 5.65
-13.67 -19.18 5.52
-14.63 -20.46 5.83
-16.16 -19.99 3.83
-17.83 -19.31 1.49
-14.73 -19.59 4.87
-14.43 -20.24 5.81
-18.03 -20.51 2.47
-16.02 -19.27 3.26
-13.43 -20.06 6.63
-16.22 -19.93 3.72
-16.19 -19.07 2.88
-14.21 -20.01 5.80
-14.58 -19.81 5.23
-15.90 -20.34 4.43
-16.50 -19.92 3.42
0


iter 27
10.78 1.08 9.69
12.23 2.67 9.56
10.98 4.07 6.91
9.29 5.81 3.48
8.30 6.33 1.97
7.64 6.88 0.76
7.63 8.38 -0.75
8.60 9.31 -0.71
9.72 10.47 -0.76
11.91 11.97 -0.06
12.31 13.22 -0.91
12.23 13.13 -0.89
13.54 13.85 -0.32
12.19 14.21 -2.02
13.04 15.19 -2.15
12.23 16.42 -4.19
14.01 18.32 -4.31
12.88 18.88 -6.01
11.05 20.60 -9.54
9.12 20.70 -11.58
8.75 21.28 -12.53
8.17 20.62 -12.44
5.18 21.08 -15.90
4.32 21.91 -17.58
6.91 21.18 -14.27
6.39 19.83 -13.44
4.94 18.81 -13.87
4.82 17.83 -13.01
5.33 17.67 -12.34
4.07 17.12 -13.05
5.72 16.00 -10.28
6.59 15.53 -8.93
5.69 16.02 -10.33
2.35 15.90 -13.55
4.86 14.89 -10.03
6.88 13.85 -6.97
5.66 12.62 -6.96
4.75 11.70 -6.95
4.85 10.42 -5.57
5.57 9.11 -3.54
2.37 8.64 -6.27
3.24 7.83 -4.59
1.84 6.88 -5.04
2.65 6.18 -3.53
2.12 5.77 -3.65
1.75 4.65 -2.90
2.95 3.47 -0.52
1.92 2.86 -0.94
-1.18 2.15 -3.33
-0.15 1.73 -1.88
-0.35 0.37 -0.72
-0.73 -0.80 0.06
-1.89 -1.71 -0.18
-3.16 -2.70 -0.46
-2.17 -3.38 1.21
-4.26 -3.57 -0.69
-5.60 -4.65 -0.95
-3.14 -5.08 1.94
-5.90 -6.52 0.62
-4.93 -6.67 1.75
-5.63 -6.94 1.31
-4.27 -8.13 3.86
-4.65 -7.16 2.51
-3.63 -6.90 3.26
-3.08 -7.08 4.00
-4.42 -6.88 2.46
-1.98 -5.98 4.00
-1.65 -6.48 4.83
-2.62 -7.40 4.78
-2.39 -6.76 4.37
-1.91 -7.80 5.89
-1.06 -6.71 5.65
-0.29 -7.04 6.76
0.32 -6.48 6.80
-0.75 -6.72 5.96
1.28 -6.28 7.56
0.21 -6.95 7.16
-0.49 -7.65 7.16
-0.28 -7.23 6.95
0.95 -7.15 8.09
-1.17 -7.71 6.54
0.21 -7.34 7.55
0.54 -7.04 7.57
1.57 -7.13 8.70
1.23 -6.11 7.33
2.21 -7.82 10.04
2.28 -6.76 9.04
0.05 -7.16 7.21
0.57 -7.00 7.58
-1.91 -7.18 5.27
-0.77 -7.33 6.56
-0.54 -7.21 6.66
-2.27 -7.59 5.32
-1.71 -7.43 5.72
-1.92 -8.29 6.37
-1.60 -6.83 5.23
-1.34 -6.39 5.04
-1.20 -6.87 5.68
-1.25 -6.45 5.21
-3.33 -6.54 3.21
-1.00 -6.10 5.10
-2.80 -7.21 4.41
-3.14 -7.38 4.24
-3.84 -7.24 3.39
-3.01 -6.98 3.97
-4.92 -6.61 1.70
-3.33 -7.14 3.81
-4.41 -6.46 2.05
-2.90 -6.95 4.05
-5.79 -7.14 1.35
-4.54 -6.43 1.89
-4.05 -6.64 2.59
-2.57 -7.53 4.96
-3.21 -6.40 3.19
-4.43 -6.94 2.51
-3.22 -7.87 4.65
-4.62 -7.11 2.50
-2.08 -7.26 5.18
-5.20 -6.97 1.77
-3.64 -6.08 2.44
-4.59 -8.74 4.15
-4.42 -7.57 3.15
-4.34 -6.48 2.14
-4.40 -6.60 2.20
-4.20 -7.45 3.26
-3.24 -6.40 3.15
0


iter 28
7.49 0.59 6.90
7.65 2.34 5.32
6.26 2.70 3.57
7.70 3.62 4.08
5.90 4.10 1.80
5.82 4.86 0.96
5.28 6.24 -0.96
3.95 7.42 -3.47
4.99 7.69 -2.70
6.68 9.15 -2.48
6.59 9.64 -3.06
5.48 10.88 -5.40
5.48 11.18 -5.70
6.67 12.30 -5.63
5.94 13.51 -7.57
6.54 15.14 -8.60
7.11 16.73 -9.62
6.45 15.87 -9.42
7.24 15.57 -8.33
4.98 14.31 -9.33
6.22 13.05 -6.83
4.68 12.55 -7.87
5.08 11.78 -6.70
4.75 10.92 -6.17
2.74 9.95 -7.20
0.76 9.09 -8.33
2.62 8.07 -5.45
1.55 7.33 -5.78
0.92 5.83 -4.91
-0.74 5.75 -6.50
0.66 4.62 -3.96
-0.87 3.34 -4.21
-1.29 1.96 -3.25
-1.69 1.49 -3.18
-0.85 0.22 -1.07
-3.13 1.11 -4.25
-1.28 0.74 -2.02
-1.32 -0.04 -1.28
-2.04 0.99 -3.03
-1.97 0.20 -2.17
-2.08 1.00 -3.08
-1.72 0.77 -2.49
-0.55 0.88 -1.42
-2.72 0.95 -3.67
-1.13 0.59 -1.72
-1.12 0.05 -1.16
-2.22 -1.00 -1.22
-3.01 -1.60 -1.41
-0.32 -3.40 3.08
-1.75 -4.80 3.04
-2.67 -5.40 2.73
-3.00 -5.98 2.98
-4.79 -6.35 1.57
-3.41 -7.20 3.79
-4.64 -8.50 3.86
-4.07 -9.48 5.41
-5.94 -10.42 4.48
-5.01 -10.71 5.71
-4.25 -11.45 7.19
-5.20 -11.16 5.96
-3.15 -12.07 8.92
-6.20 -11.96 5.76
-5.30 -12.17 6.87
-4.29 -11.90 7.61
-3.43 -11.21 7.77
-5.83 -11.85 6.02
-3.28 -12.01 8.72
-5.83 -11.73 5.90
-5.00 -11.21 6.20
-4.84 -11.27 6.44
-4.86 -12.02 7.16
-4.72 -11.92 7.20
-5.55 -12.66 7.11
-6.17 -11.24 5.08
-6.53 -11.96 5.43
-5.75 -12.56 6.81
-6.08 -12.40 6.32
-5.97 -11.26 5.29
-4.47 -11.88 7.41
-6.96 -12.18 5.22
-6.85 -11.19 4.34
-5.09 -12.65 7.56
-8.42 -12.40 3.98
-6.30 -10.87 4.56
-6.59 -12.43 5.84
-7.29 -11.95 4.66
-7.90 -12.51 4.62
-5.65 -12.95 7.31
-7.27 -11.54 4.27
-5.05 -12.04 6.99
-5.00 -12.22 7.22
-5.73 -11.98 6.25
-4.83 -12.10 7.27
-5.42 -13.14 7.72
-6.75 -12.33 5.58
-5.42 -12.47 7.06
-4.83 -11.85 7.02
-5.91 -11.76 5.85
-6.10 -11.74 5.64
-5.33 -12.23 6.90
-5.13 -12.01 6.87
-5.78 -11.76 5.99
-6.06 -11.92 5.85
-5.19 -12.39 7.20
-6.86 -11.36 4.50
-4.92 -12.31 7.39
-6.18 -11.29 5.10
-3.88 -12.51 8.64
-6.59 -12.19 5.59
-5.62 -12.26 6.64
-6.26 -12.39 6.14
-7.38 -11.51 4.13
-5.60 -12.18 6.58
-6.04 -11.64 5.60
-6.26 -11.49 5.23
-7.03 -13.12 6.09
-6.28 -11.54 5.25
-6.23 -11.32 5.09
-4.98 -10.80 5.82
-6.85 -12.10 5.26
-5.60 -13.21 7.61
-6.30 -11.62 5.32
-5.23 -12.00 6.77
-7.25 -11.90 4.65
-6.26 -12.12 5.86
-4.43 -11.19 6.76
0


iter 29
4.04 0.34 3.70
3.23 1.47 1.77
4.01 3.62 0.39
4.59 4.94 -0.35
4.45 5.46 -1.01
4.02 6.39 -2.38
4.10 6.83 -2.72
6.03 7.51 -1.48
4.71 8.51 -3.80
4.54 9.98 -5.44
7.07 9.84 -2.77
4.63 9.78 -5.16
4.55 10.30 -5.75
5.55 10.20 -4.65
7.23 9.30 -2.07
6.96 9.50 -2.54
2.79 8.08 -5.30
3.22 6.85 -3.64
3.55 5.55 -2.00
4.27 4.97 -0.70
3.64 4.92 -1.27
1.97 3.09 -1.12
2.24 2.22 0.02
0.17 1.20 -1.03
-0.11 0.39 -0.50
0.38 1.10 -0.72
-0.95 -0.84 -0.11
-1.09 0.41 -1.50
-0.27 0.20 -0.47
0.66 0.38 0.28
1.12 0.10 1.02
0.57 -0.26 0.84
-0.55 1.31 -1.86
-0.19 0.81 -1.00
-1.39 0.40 -1.80
1.79 -0.61 2.41
0.76 -0.69 1.45
-1.73 -0.38 -1.35
0.21 -0.39 0.60
0.89 -0.04 0.93
0.29 -0.43 0.72
0.85 0.32 0.53
0.53 -0.43 0.96
-1.17 0.93 -2.11
-0.04 -0.40 0.36
-1.10 -1.02 -0.08
-1.26 0.31 -1.57
-1.47 -0.26 -1.22
-0.54 -0.41 -0.13
-1.63 0.94 -2.57
-0.47 1.03 -1.50
0.76 0.17 0.59
0.52 0.47 0.05
-1.88 0.15 -2.02
-1.45 -0.22 -1.23
-2.46 0.20 -2.66
-2.45 -0.18 -2.27
-3.47 -0.57 -2.90
-1.33 0.05 -1.39
-1.18 -1.07 -0.12
-2.96 0.02 -2.98
0.72 0.19 0.53
-1.95 -0.76 -1.19
0.37 0.20 0.17
-1.46 0.56 -2.02
-1.41 0.29 -1.70
-1.01 -0.67 -0.34
0.52 1.31 -0.78
-0.81 0.79 -1.60
-1.92 -0.37 -1.55
-0.18 0.98 -1.16
0.38 0.13 0.25
-0.94 0.41 -1.35
-0.19 -0.81 0.62
0.09 -1.68 1.78
-1.85 -3.27 1.42
-4.51 -4.66 0.15
-2.51 -5.89 3.38
-4.14 -7.23 3.09
-4.09 -8.39 4.30
-4.71 -8.20 3.49
-3.23 -8.22 4.98
-3.88 -8.67 4.79
-2.66 -10.32 7.66
-6.94 -11.64 4.70
-4.19 -10.98 6.79
-5.83 -13.09 7.26
-6.06 -11.41 5.35
-5.64 -11.57 5.93
-4.22 -11.55 7.33
-3.55 -12.54 9.00
-6.67 -11.61 4.94
-4.40 -13.35 8.96
-7.91 -12.01 4.10
-7.15 -11.69 4.54
-5.79 -12.50 6.71
-6.36 -11.90 5.54
-4.96 -11.05 6.09
-3.47 -11.92 8.45
-5.03 -11.16 6.13
-3.94 -11.97 8.03
-5.02 -12.88 7.86
-7.19 -12.24 5.05
-6.29 -12.96 6.67
-6.22 -11.73 5.52
-5.90 -12.41 6.52
-5.23 -11.75 6.52
-4.11 -13.03 8.91
-6.40 -11.84 5.44
-4.49 -12.27 7.78
-5.45 -12.30 6.86
-4.77 -12.67 7.90
-6.83 -13.60 6.78
-6.41 -12.34 5.94
-6.55 -12.05 5.50
-4.98 -12.24 7.26
-5.04 -11.33 6.28
-5.85 -12.49 6.65
-5.78 -12.13 6.35
-7.45 -12.41 4.97
-5.67 -11.92 6.26
-7.23 -12.53 5.30
-4.34 -12.15 7.81
-6.58 -11.94 5.37
-5.58 -13.09 7.51
-6.67 -12.28 5.61
0
average ll 0.0
